EPS,SEDE,TIPOINTERRUPCION,TIPOSERVICIO,MOTIVOINTERRUPCION,FECHAINICIO,HORAINICIO,FECHAFIN,HORAFIN,DEPARTAMENTO,PROVINCIA,DISTRITO,NUMCONEXDOM,UNIDADESUSO,NUMCAMIONESPUNTOS,Cluster
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-25 10:40:00,10:40,2022-08-25 20:00:00,20:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,27729.0,42268.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-25 11:50:00,11:50,2022-08-25 16:00:00,16:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,330.0,330.0,0.0,0
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-25 12:00:00,12:00,2022-08-25 19:00:00,19:00,LIMA,LIMA,COMAS,9439.0,14207.0,0.0,0
EPS SEDALORETO,YURIMAGUAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-08-26 08:00:00,08:00,2022-08-26 14:00:00,14:00,LORETO,ALTO AMAZONAS,YURIMAGUAS,17000.0,2.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-25 09:10:00,09:10,2022-08-25 14:00:00,14:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,927.0,927.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-25 09:00:00,09:00,2022-08-25 12:00:00,12:00,AREQUIPA,AREQUIPA,CERRO COLORADO,63.0,63.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-25 09:00:00,09:00,2022-08-25 12:00:00,12:00,AREQUIPA,AREQUIPA,PAUCARPATA,444.0,444.0,0.0,0
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-25 11:00:00,11:00,2022-08-25 15:00:00,15:00,MOQUEGUA,ILO,ILO,6154.0,0.0,0.0,0
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2022-08-25 09:00:00,09:00,2022-08-25 16:00:00,16:00,LIMA,LIMA,CHORRILLOS,199.0,220.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-25 09:05:00,09:05,2022-08-25 16:00:00,16:00,LIMA,LIMA,ATE,4103.0,2846.0,0.0,0
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-25 06:20:00,06:20,2022-08-25 12:00:00,12:00,LIMA,LIMA,MIRAFLORES,1360.0,1620.0,0.0,0
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2022-08-25 06:20:00,06:20,2022-08-25 13:00:00,13:00,LIMA,LIMA,COMAS,7082.0,10721.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-25 06:10:00,06:10,2022-08-25 14:10:00,14:10,LIMA,LIMA,SANTA ANITA,1617.0,2618.0,0.0,0
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2022-08-25 05:50:00,05:50,2022-08-25 11:50:00,11:50,LIMA,LIMA,LOS OLIVOS,1744.0,2501.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-25 05:40:00,05:40,2022-08-25 13:40:00,13:40,LIMA,LIMA,SANTA ANITA,7935.0,12044.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-08 14:00:00,14:00,2022-09-08 22:00:00,22:00,LIMA,LIMA,ATE,1001.0,1463.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-08 09:00:00,09:00,2022-09-08 17:00:00,17:00,LIMA,LIMA,ATE,36.0,36.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-07 15:00:00,15:00,2022-09-07 23:00:00,23:00,LIMA,LIMA,ATE,415.0,592.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-07 14:00:00,14:00,2022-09-07 22:00:00,22:00,LIMA,LIMA,LA MOLINA,350.0,425.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-25 01:00:00,01:00,2022-08-25 06:00:00,06:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,117.0,117.0,0.0,0
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-24 22:00:00,22:00,2022-08-25 03:00:00,03:00,LIMA,LIMA,BARRANCO,4841.0,7381.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-24 20:10:00,20:10,2022-08-24 23:50:00,23:50,LIMA,LIMA,SAN JUAN DE LURIGANCHO,653.0,653.0,0.0,0
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-24 21:30:00,21:30,2022-08-24 23:55:00,23:55,LIMA,LIMA,RIMAC,2145.0,3124.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-24 20:00:00,20:00,2022-08-24 23:00:00,23:00,AREQUIPA,AREQUIPA,PAUCARPATA,335.0,335.0,0.0,0
EPS EMAPA HUANCAVELICA,EMAPA HUANCAVELICA,PROGRAMADA,AGUA POTABLE,OTROS,2022-08-24 09:00:00,09:00,2022-08-24 18:00:00,18:00,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,15.0,4.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-24 18:45:00,18:45,2022-08-24 23:00:00,23:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,405.0,405.0,0.0,0
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-24 19:15:00,19:15,2022-08-24 23:50:00,23:50,CALLAO,CALLAO,CALLAO,2731.0,1406.0,0.0,0
SEDAPAL ,BRENA,PROGRAMADA,AGUA POTABLE,CAMBIO DE GRIFO CONTRA INCENDIO,2022-09-02 10:00:00,10:00,2022-09-02 19:00:00,19:00,LIMA,LIMA,LIMA,1066.0,1111.0,0.0,0
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-24 15:00:00,15:00,2022-08-25 09:30:00,09:30,MOQUEGUA,ILO,ILO,56.0,0.0,1.0,0
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-24 11:55:00,11:55,2022-08-24 16:50:00,16:50,AYACUCHO,HUAMANGA,JESUS NAZARENO,960.0,0.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-24 16:00:00,16:00,2022-08-25 03:00:00,03:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1321.0,1624.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2022-08-24 13:00:00,13:00,2022-08-25 02:00:00,02:00,LIMA,LIMA,VILLA EL SALVADOR,362.0,433.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-24 15:30:00,15:30,2022-08-24 20:00:00,20:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2717.0,2717.0,0.0,0
SEDALIB,TRUJILLO,PROGRAMADA,AGUA POTABLE,OTROS,2022-08-29 08:00:00,08:00,2022-08-29 13:00:00,13:00,LA LIBERTAD,TRUJILLO,TRUJILLO,611.0,734.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2022-08-24 14:00:00,14:00,2022-08-24 18:00:00,18:00,AREQUIPA,AREQUIPA,CERRO COLORADO,7249.0,7249.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,ALCANTARILLADO,ROTURA DE LÍNEA DE IMPULSIÓN,2022-08-24 12:45:00,12:45,2022-08-25 02:00:00,02:00,LIMA,LIMA,VILLA EL SALVADOR,2678.0,3554.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-24 14:35:00,14:35,2022-08-24 19:00:00,19:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,853.0,853.0,0.0,0
EMAPA PASCO,EMAPA PASCO,IMPREVISTA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2022-08-23 08:00:00,08:00,2022-08-24 06:00:00,06:00,PASCO,PASCO,CHAUPIMARCA,20.0,1.0,2.0,0
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-24 13:55:00,13:55,2022-08-24 21:00:00,21:00,LIMA,LIMA,SAN MARTIN DE PORRES,45260.0,68752.0,0.0,0
EMAPA PASCO,EMAPA PASCO,PROGRAMADA,AGUA POTABLE,OTROS,2022-08-16 06:00:00,06:00,2022-08-17 06:00:00,06:00,PASCO,PASCO,CHAUPIMARCA,25.0,1.0,1.0,0
EPS MUNICIPAL MANTARO,JAUJA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-24 14:15:00,14:15,2022-08-24 22:00:00,22:00,JUNIN,JAUJA,,0.0,0.0,0.0,0
EMAPA PASCO,EMAPA PASCO,IMPREVISTA,AGUA POTABLE,OTROS,2022-08-16 06:00:00,06:00,2022-08-19 06:00:00,06:00,PASCO,PASCO,CHAUPIMARCA,30.0,1.0,1.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-24 12:30:00,12:30,2022-08-24 20:30:00,20:30,LIMA,LIMA,LA MOLINA,1427.0,2184.0,0.0,0
SEDAPAL ,VES,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2022-09-02 13:00:00,13:00,2022-09-02 17:00:00,17:00,LIMA,LIMA,VILLA EL SALVADOR,301.0,337.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-24 11:00:00,11:00,2022-08-24 13:00:00,13:00,AREQUIPA,AREQUIPA,PAUCARPATA,177.0,177.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-24 11:00:00,11:00,2022-08-24 13:00:00,13:00,AREQUIPA,AREQUIPA,MIRAFLORES,156.0,156.0,0.0,0
EPS SELVA CENTRAL,SELVA CENTRAL,IMPREVISTA,AGUA POTABLE,LINEA DE ADUCCION,2022-08-24 10:00:00,10:00,2022-08-24 12:00:00,12:00,JUNIN,CHANCHAMAYO,SAN RAMON,1209.0,1209.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-24 07:00:00,07:00,2022-08-24 14:00:00,14:00,LIMA,LIMA,VILLA EL SALVADOR,454.0,611.0,0.0,0
EMAPICA,ICA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2022-08-24 09:45:00,09:45,2022-08-24 13:00:00,13:00,ICA,ICA,ICA,17102.0,18192.0,0.0,0
SEDAPAL ,COMAS,IMPREVISTA,AGUA POTABLE,BAJA PRODUCCIÓN EN PLANTA,2022-08-24 09:20:00,09:20,2022-08-24 16:00:00,16:00,LIMA,LIMA,PUENTE PIEDRA,369.0,404.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,OTROS,2022-08-24 08:00:00,08:00,2022-08-24 12:00:00,12:00,LIMA,LIMA,PACHACAMAC,916.0,1057.0,0.0,0
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-23 13:30:00,13:30,2022-08-24 08:30:00,08:30,MOQUEGUA,ILO,ILO,724.0,0.0,1.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-24 07:30:00,07:30,2022-08-24 12:00:00,12:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,55.0,55.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-24 07:30:00,07:30,2022-08-24 12:00:00,12:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,55.0,55.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-24 05:58:00,05:58,2022-08-24 13:55:00,13:55,LIMA,LIMA,LA MOLINA,3617.0,5661.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-06 14:00:00,14:00,2022-09-06 20:00:00,20:00,LIMA,LIMA,LA MOLINA,2131.0,3163.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-06 09:00:00,09:00,2022-09-06 15:00:00,15:00,LIMA,LIMA,ATE,43.0,46.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-24 00:50:00,00:50,2022-08-24 06:00:00,06:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,271.0,271.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-05 15:00:00,15:00,2022-09-05 20:00:00,20:00,LIMA,LIMA,LA MOLINA,350.0,425.0,0.0,0
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-05 12:00:00,12:00,2022-09-05 19:00:00,19:00,LIMA,LIMA,COMAS,4754.0,7369.0,0.0,0
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-03 10:00:00,10:00,2022-09-03 17:00:00,17:00,LIMA,LIMA,COMAS,276.0,314.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-05 09:00:00,09:00,2022-09-05 16:00:00,16:00,LIMA,LIMA,ATE,439.0,459.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-02 16:00:00,16:00,2022-09-02 23:00:00,23:00,LIMA,LIMA,LA MOLINA,806.0,966.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-02 16:00:00,16:00,2022-09-02 23:00:00,23:00,LIMA,LIMA,LA MOLINA,806.0,966.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-23 22:45:00,22:45,2022-08-24 04:30:00,04:30,LIMA,LIMA,SAN JUAN DE LURIGANCHO,452.0,452.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-23 22:30:00,22:30,2022-08-24 05:00:00,05:00,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,1536.0,1892.0,0.0,0
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-23 20:40:00,20:40,2022-08-24 03:00:00,03:00,LIMA,LIMA,SANTIAGO DE SURCO,2185.0,3729.0,0.0,0
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-23 19:20:00,19:20,2022-08-23 23:55:00,23:55,CALLAO,CALLAO,LA PERLA,3278.0,1743.0,0.0,0
SEDAPAL ,BRENA,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2022-09-02 10:00:00,10:00,2022-09-02 19:00:00,19:00,LIMA,LIMA,SAN MIGUEL,1572.0,1454.0,0.0,0
SEDAPAL ,SJL,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2022-08-23 15:35:00,15:35,2022-08-23 18:30:00,18:30,LIMA,LIMA,SAN JUAN DE LURIGANCHO,362.0,362.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-23 18:30:00,18:30,2022-08-24 05:00:00,05:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,850.0,860.0,0.0,0
SEDA AYACUCHO,HUAMANGA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-23 15:50:00,15:50,2022-08-23 17:20:00,17:20,AYACUCHO,HUAMANGA,AYACUCHO,140.0,0.0,0.0,0
SEDAPAL ,VES,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2022-09-02 13:00:00,13:00,2022-09-02 17:00:00,17:00,LIMA,LIMA,VILLA EL SALVADOR,2086.0,2510.0,0.0,0
EPS MOQUEGUA,EPS MOQUEGUA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-17 11:35:00,11:35,2022-08-17 13:10:00,13:10,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,648.0,648.0,0.0,0
SEDAPAL ,VES,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2022-09-01 12:30:00,12:30,2022-09-01 17:00:00,17:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1261.0,1826.0,0.0,0
SEDA HUANUCO,HUANUCO,PROGRAMADA,AGUA POTABLE,LINEA DE ADUCCION,2022-08-24 09:00:00,09:00,2022-08-24 17:00:00,17:00,HUANUCO,HUANUCO,HUANUCO,1100.0,1440.0,0.0,0
EMAPICA,ICA,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA POR TERCERO,2022-08-23 15:05:00,15:05,2022-08-23 18:00:00,18:00,ICA,ICA,ICA,17102.0,18192.0,0.0,0
EPS MARAÑON,EPS MARAÑON,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2022-08-25 14:00:00,14:00,2022-08-25 22:00:00,22:00,CAJAMARCA,JAEN,,0.0,0.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-23 15:10:00,15:10,2022-08-23 23:50:00,23:50,LIMA,LIMA,LA MOLINA,96.0,2.0,0.0,0
EPS MARAÑON,EPS MARAÑON,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2022-08-25 14:00:00,14:00,2022-08-25 22:00:00,22:00,CAJAMARCA,JAEN,,0.0,0.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2022-08-23 14:00:00,14:00,2022-08-23 22:00:00,22:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1321.0,1624.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,EJECUCIÓN DE EMPALME,2022-08-29 09:00:00,09:00,2022-08-29 18:00:00,18:00,LIMA,LIMA,LA MOLINA,806.0,966.0,0.0,0
SEDAPAL ,Equipo de Distribución Primaria,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-23 12:30:00,12:30,2022-08-23 18:00:00,18:00,LIMA,LIMA,LIMA,1000.0,1000.0,0.0,0
SEDAPAL ,VES,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2022-09-01 12:30:00,12:30,2022-09-01 17:00:00,17:00,LIMA,LIMA,SAN JUAN DE MIRAFLORES,2110.0,3310.0,0.0,0
SEDAPAL ,VES,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2022-08-31 13:00:00,13:00,2022-08-31 17:00:00,17:00,LIMA,LIMA,VILLA EL SALVADOR,301.0,337.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2022-08-23 11:00:00,11:00,2022-08-23 17:00:00,17:00,LIMA,LIMA,VILLA EL SALVADOR,69536.0,97697.0,0.0,0
SEDAPAL ,SURQUILLO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-23 11:40:00,11:40,2022-08-23 18:00:00,18:00,LIMA,LIMA,CHORRILLOS,1334.0,1795.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-23 11:00:00,11:00,2022-08-23 13:00:00,13:00,AREQUIPA,AREQUIPA,CAYMA,104.0,104.0,0.0,0
SEDAPAL ,CALLAO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-23 11:40:00,11:40,2022-08-23 14:50:00,14:50,CALLAO,CALLAO,CALLAO,285.0,285.0,0.0,0
SEDA HUANUCO,HUANUCO,IMPREVISTA,AGUA POTABLE,ROTURA DE LÍNEA DE IMPULSIÓN,2022-08-23 08:30:00,08:30,2022-08-23 18:00:00,18:00,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,4000.0,4200.0,0.0,0
SEDA HUANUCO,HUANUCO,IMPREVISTA,AGUA POTABLE,LINEA DE ADUCCION,2022-08-23 08:30:00,08:30,2022-08-23 18:00:00,18:00,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,4000.0,4200.0,0.0,0
EPSEL,EPSEL,IMPREVISTA,AGUA POTABLE,OTROS,2022-08-23 05:00:00,05:00,2022-08-23 19:00:00,19:00,LAMBAYEQUE,CHICLAYO,PIMENTEL,4000.0,4000.0,0.0,0
EPS SELVA CENTRAL,SELVA CENTRAL,IMPREVISTA,AGUA POTABLE,OTROS,2022-08-23 10:00:00,10:00,2022-08-23 11:30:00,11:30,JUNIN,CHANCHAMAYO,SAN RAMON,140.0,140.0,0.0,0
SEDAPAL ,VES,IMPREVISTA,AGUA POTABLE,OTROS,2022-08-23 10:30:00,10:30,2022-08-23 16:00:00,16:00,LIMA,LIMA,LURIN,3276.0,4659.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-23 10:00:00,10:00,2022-08-23 12:00:00,12:00,AREQUIPA,AREQUIPA,PAUCARPATA,318.0,318.0,0.0,0
EMAPICA,ICA,IMPREVISTA,AGUA POTABLE,OTROS,2022-08-22 12:00:00,12:00,2022-08-26 12:00:00,12:00,ICA,ICA,PARCONA,9279.0,9312.0,1.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-23 10:00:00,10:00,2022-08-23 12:00:00,12:00,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,503.0,503.0,0.0,0
SEDAPAL ,SJL,IMPREVISTA,AGUA POTABLE,CAMBIO DE VÁLVULA,2022-08-23 09:10:00,09:10,2022-08-23 14:00:00,14:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,479.0,479.0,0.0,0
SEDAPAL ,VES,PROGRAMADA,AGUA POTABLE,TRABAJOS DE MEJORAMIENTO/REHABILITACIÓN,2022-08-31 13:00:00,13:00,2022-08-31 17:00:00,17:00,LIMA,LIMA,VILLA EL SALVADOR,1436.0,1750.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-23 07:00:00,07:00,2022-08-23 12:00:00,12:00,AREQUIPA,AREQUIPA,JACOBO HUNTER,8052.0,8052.0,0.0,0
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-02 12:00:00,12:00,2022-09-02 19:00:00,19:00,LIMA,LIMA,COMAS,216.0,250.0,0.0,0
SEDAPAR,SEDAPAR,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-23 07:00:00,07:00,2022-08-23 12:30:00,12:30,AREQUIPA,AREQUIPA,YANAHUARA,6237.0,6237.0,0.0,0
EPS ILO,EPS ILO,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-23 05:00:00,05:00,2022-08-23 15:30:00,15:30,MOQUEGUA,ILO,ILO,1472.0,0.0,0.0,0
SEDAPAL ,COMAS,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-02 12:00:00,12:00,2022-09-02 19:00:00,19:00,LIMA,LIMA,COMAS,201.0,260.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,FUGA EN CONEXIÓN,2022-08-23 06:00:00,06:00,2022-08-23 13:00:00,13:00,LIMA,LIMA,LA MOLINA,1427.0,2184.0,0.0,0
EPSEL,EPSEL,IMPREVISTA,AGUA POTABLE,OTROS,2022-08-22 10:00:00,10:00,2022-08-23 14:00:00,14:00,LAMBAYEQUE,CHICLAYO,REQUE,1500.0,1500.0,0.0,0
SEDAPAL ,ATE,IMPREVISTA,AGUA POTABLE,ROTURA DE TUBERÍA DE AGUA POTABLE,2022-08-23 04:05:00,04:05,2022-08-23 10:05:00,10:05,LIMA,LIMA,LA MOLINA,933.0,1094.0,0.0,0
SEDAPAL ,ATE,PROGRAMADA,AGUA POTABLE,LIMPIEZA Y DESINFECCIÓN DE RESERVORIO/CISTERNA,2022-09-04 15:00:00,15:00,2022-09-04 20:00:00,20:00,LIMA,LIMA,LA MOLINA,236.0,245.0,0.0,0
